retrieval_id,record_id,question_id,nct_id,brief_title,official_title,overall_status,study_type,phases,enrollment,conditions,interventions,lead_sponsor,start_date,completion_date,has_results,registry_url,known_query_risk,decision_authority,status
RET-A1-CTGOV-NCT04045665,REC-CTGOV-NCT04045665,A1,NCT04045665,Anticoagulation for New-Onset Post-Operative Atrial Fibrillation After CABG,Anticoagulation for New-Onset Post-Operative Atrial Fibrillation After CABG,RECRUITING,INTERVENTIONAL,PHASE3,3200,Atrial Fibrillation|Stroke|Bleeding,DRUG:Antiplatelet-only strategy|DRUG:Oral Anticoagulant plus background antiplatelet therapy,Icahn School of Medicine at Mount Sinai,2019-12-13,2026-08-31,false,https://clinicaltrials.gov/study/NCT04045665,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT05273775,REC-CTGOV-NCT05273775,A1,NCT05273775,A Pharmacokinetic Study to Evaluate the Drug Interaction Between HRS5091 and Probe Drugs in Healthy Volunteers,"A Single-center, Single-arm, Open-label, Fixed-sequence, Self-controlled Study of the Effects of HRS5091 on the Pharmacokinetics of Midazolam, S-warfarin, Omeprazole, Digoxin and Rosuvastatin in Healthy Volunteers",COMPLETED,INTERVENTIONAL,PHASE1,22,Chronic Hepatitis B,DRUG:HRS5091 Tablets|DRUG:Midazolam Maleate Tablets|DRUG:Warfarin Sodium Tablets|DRUG:Omeprazole Enteric Capsules|DRUG:Vitamin K1 Tablets|DRUG:Digoxin Tablets|DRUG:Rosuvastatin Calcium Tablets,"Jiangsu HengRui Medicine Co., Ltd.",2022-04-29,2022-06-23,false,https://clinicaltrials.gov/study/NCT05273775,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT01036802,REC-CTGOV-NCT01036802,A1,NCT01036802,Anticoagulation For Pulmonary Hypertension in Sickle Cell Disease,An Exploratory Study of Anticoagulation For Pulmonary Hypertension in Sickle Cell Disease,TERMINATED,INTERVENTIONAL,PHASE2,3,Pulmonary Hypertension,DRUG:Warfarin|DRUG:Placebo,"University of North Carolina, Chapel Hill",2009-12,2012-09,true,https://clinicaltrials.gov/study/NCT01036802,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT02565836,REC-CTGOV-NCT02565836,A1,NCT02565836,Fixed-dose Activated Versus Variable-dose Inactivated Prothrombin Complex Concentrate for Warfarin-associated Major Bleed,"Reversal of Warfarin-associated Major Hemorrhage: a Multicenter, Retrospective Cohort Study of Fixed-dose Activated (FEIBA VH) Versus Variable-dose Inactivated (Kcentra) Prothrombin Complex Concentrate",COMPLETED,OBSERVATIONAL,,342,Hemorrhage,DRUG:fixed-dose activated prothrombin complex concentrate|DRUG:variable-dose inactivated prothrombin complex concentrate,Rush University Medical Center,2015-10,2016-09-30,false,https://clinicaltrials.gov/study/NCT02565836,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT01520402,REC-CTGOV-NCT01520402,A1,NCT01520402,Genetic Response to Warfarin in Healthy Subjects,Quantitative Pharmacogenomics of the Anticoagulant Response to Warfarin in Healthy Subjects,COMPLETED,INTERVENTIONAL,NA,35,Healthy,DRUG:Warfarin,Icahn School of Medicine at Mount Sinai,2009-06,2011-05,true,https://clinicaltrials.gov/study/NCT01520402,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT04437654,REC-CTGOV-NCT04437654,A1,NCT04437654,The Efficacy and Safety of Non-vItamiN K antaGonist oraL Anticoagulants for intermEdiate Stroke Risk in Patients With Atrial Fibrillation (SINGLE-AF),The Efficacy and Safety of Non-vItamiN K antaGonist oraL Anticoagulants for intermEdiate Stroke Risk in Patients With Atrial Fibrillation (SINGLE-AF),COMPLETED,INTERVENTIONAL,PHASE4,1803,Atrial Fibrillation Patients With Intermediate Stroke Risk,DRUG:Anticoagulation group(DOAC group),Yonsei University,2020-07-28,2025-08-21,false,https://clinicaltrials.gov/study/NCT04437654,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT05022758,REC-CTGOV-NCT05022758,A1,NCT05022758,A Study to Learn Whether There Are Differences in the Kidney's Ability to Work Properly in Korean Patients With Non-valvular Atrial Fibrillation (Irregular and Often Rapid Heartbeat Not Caused by a Heart Valve Problem) Treated With Rivaroxaban as Compared to Those Treated With Warfarin,RENal Outcomes of Rivaroxaban Compared With Warfarin in Asian patienTs With nOn-valvular atRial Fibrillation: a Nationwide Population-based Study,COMPLETED,OBSERVATIONAL,,45000,Non-valvular Atrial Fibrillation (NVAF),"DRUG:Rivaroxaban (Xarelto, BAY59-7939)|DRUG:Warfarin",Bayer,2021-10-06,2022-10-24,false,https://clinicaltrials.gov/study/NCT05022758,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT04718740,REC-CTGOV-NCT04718740,A1,NCT04718740,A Drug-drug Interaction Study Of Fluzoparib (SHR3162) on Patients With Recurrent Ovarian Cancer,"A Phase I, Multi-center Study to Determine the Effect of Fluzoparib on Pharmacokinetics of Caffeine, S-Warfarin, Omeprazole, Midazolam, Repaglinide and Bupropion in Patients With Recurrent Ovarian Cancer",COMPLETED,INTERVENTIONAL,PHASE1,33,Recurrent Ovarian Cancer,DRUG:fluzoparib,"Jiangsu HengRui Medicine Co., Ltd.",2021-06-25,2023-07-15,false,https://clinicaltrials.gov/study/NCT04718740,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT00966290,REC-CTGOV-NCT00966290,A1,NCT00966290,Anticoagulant Clinics and Vitamin K Antagonists,"Anticoagulant Clinic-based Shared-care Versus Usual Cate Management of Vitamin K Antagonist Therapy : the Open, Randomized Multicenter Study",COMPLETED,INTERVENTIONAL,PHASE4,1006,Blood Coagulation Disorders,"DRUG:Anticoagulant (warfarin, acenocoumarol, fluindione)|DRUG:Anticoagulant (warfarin, acenocoumarol, fluindione)","University Hospital, Toulouse",2003-02,2006-12,false,https://clinicaltrials.gov/study/NCT00966290,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT03359876,REC-CTGOV-NCT03359876,A1,NCT03359876,Clinical Outcomes Among Non-valvular Atrial Fibrillation Patients With Renal Dysfunction,Evaluation of Clinical Outcomes Among Non-valvular Atrial Fibrillation Patients With Renal Dysfunction Treated With Warfarin or Reduced Dose Rivaroxaban,COMPLETED,OBSERVATIONAL,,16000,Atrial Fibrillation,"DRUG:Rivaroxaban (Xarelto, BAY59-7939)|DRUG:Warfarin sodium",Bayer,2017-12-01,2019-03-29,false,https://clinicaltrials.gov/study/NCT03359876,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT07185295,REC-CTGOV-NCT07185295,A1,NCT07185295,Short-term Interruption Versus Continuous Anticoagulation in Colorectal Polypectomy,"Short-term Interruption Versus Continuous Anticoagulation in Colorectal Polypectomy, a Randomized Multicenter Investigator-initiated Non-inferiority Clinical Trial",ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE4,481,Anticoagulated Patients,PROCEDURE:To maintain anticoagulant therapy during the polypectomy of colorectal lesions,Outcomes'10,2024-10-18,2026-12-30,false,https://clinicaltrials.gov/study/NCT07185295,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT00970619,REC-CTGOV-NCT00970619,A1,NCT00970619,DUTCH CAVA-trial: CAtheter Versus Anticoagulation Alone for Acute Primary (Ilio)Femoral DVT.,Ultrasound Accelerated Catheter-directed Thrombolysis for Primary Iliofemoral Deep Vein Thrombosis (IFDVT) Compared to Non-invasive Conventional Anticoagulant Therapy Alone: a Dutch Randomized Controlled Multicenter Clinical Trial,COMPLETED,INTERVENTIONAL,PHASE3,184,Acute Thrombosis of Deep Veins of Proximal Lower Extremity,DEVICE:Ekos endowave system thrombolysis,Maastricht University Medical Center,2010-05,2018-11,false,https://clinicaltrials.gov/study/NCT00970619,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT01400646,REC-CTGOV-NCT01400646,A1,NCT01400646,A Study to Explore the Pharmacodynamic Changes When Transitioning From Rivaroxaban to Warfarin in Healthy Volunteers,"An Open-Label, Non-Randomized, Sequential Two-Treatment Period Study to Explore the Pharmacodynamic Changes When Transitioning From Rivaroxaban to Warfarin",COMPLETED,INTERVENTIONAL,PHASE1,46,Healthy,DRUG:Rivaroxaban|DRUG:Warfarin|DRUG:Vitamin K|DRUG:Vitamin K|DRUG:Warfarin|DRUG:Warfarin|DRUG:Warfarin,"Janssen Research & Development, LLC",2011-10,2012-05,false,https://clinicaltrials.gov/study/NCT01400646,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT00355290,REC-CTGOV-NCT00355290,A1,NCT00355290,Changes in Oral Vitamin K Intake for Optimization of Chronic Oral Anticoagulation: A Randomized Trial,Changes in Oral Vitamin K Intake for Optimization of Chronic Oral Anticoagulation: A Randomized Trial,COMPLETED,INTERVENTIONAL,NA,114,Blood Coagulation Disorders,BEHAVIORAL:Changes on Oral Vitamin K Intake,Hospital de Clinicas de Porto Alegre,2006-08,2007-12,false,https://clinicaltrials.gov/study/NCT00355290,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT04002011,REC-CTGOV-NCT04002011,A1,NCT04002011,DOAC Versus VKA After Cardiac Surgery,Oral Anticoagulation After Cardiac Surgery in the Era of Direct Oral Anticoagulants: is Large Use of Vitamin K Antagonists Still Justified?,WITHDRAWN,INTERVENTIONAL,PHASE2,0,Anticoagulant-induced Bleeding,DRUG:Warfarin|DRUG:Dabigatran|DRUG:Rivaroxaban|DRUG:Apixaban|DRUG:Edoxaban,Laval University,2022-03-09,2023-03-09,false,https://clinicaltrials.gov/study/NCT04002011,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT07496281,REC-CTGOV-NCT07496281,A1,NCT07496281,OPTIA-AF Trial: Rhythm-Guided Antithrombotic Strategy After AF Ablation,OPTIA-AF Trial: A Randomized Study of Rhythm-Guided Antithrombotic Strategy After Atrial Fibrillation Ablation in Patients With Prior Drug-Eluting Stent Implantation,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE4,2,Atrial Fibrillation (AF)|Coronary Artery Disease|Drug-eluting Stent,DRUG:Oral anticoagulation|DRUG:Single antiplatelet therapy,Ewha Womans University Mokdong Hospital,2027-03-01,2035-03-01,false,https://clinicaltrials.gov/study/NCT07496281,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT02256813,REC-CTGOV-NCT02256813,A1,NCT02256813,"Study to Evaluate the Effect of Multiple Doses of BIRT 2584 XX Tablets on the Pharmacokinetic Parameters of Warfarin, Omeprazole, Caffeine, and Dextromethorphan in Healthy Male Volunteers","A Study to Evaluate the Effect of Multiple Doses of 500 mg of BIRT 2584 XX Tablets on the Pharmacokinetic Parameters of Warfarin, Omeprazole, Caffeine, and Dextromethorphan Dosed Orally and Midazolam Dosed IV, in Healthy Male Volunteers",COMPLETED,INTERVENTIONAL,PHASE1,20,Healthy,DRUG:BIRT 2584 XX|DRUG:Warfarin sodium|DRUG:Omeprazole|DRUG:Dextromethorphan hydrobromide|DRUG:Caffeine|DRUG:Midazolam hydrochloride|DRUG:Vitamin K1,Boehringer Ingelheim,2005-09,,false,https://clinicaltrials.gov/study/NCT02256813,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT03566303,REC-CTGOV-NCT03566303,A1,NCT03566303,Rivaroxaban vs Warfarin in Patients With Metallic Prosthesis,Rivaroxaban vs Warfarin in Patients With Metallic Prosthesis,TERMINATED,INTERVENTIONAL,PHASE2|PHASE3,50,Prostheses and Implants|Stroke|Valve Heart Disease|Anticoagulants and Bleeding Disorders,DRUG:Rivaroxaban 15 mg|DRUG:Warfarin,Hospital Geral Roberto Santos,2018-07-10,2020-04-26,false,https://clinicaltrials.gov/study/NCT03566303,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT03129490,REC-CTGOV-NCT03129490,A1,NCT03129490,The Danish Non-vitamin K Antagonist Oral Anticoagulation Study in Patients With Atrial Fibrillation,"The Danish Non-vitamin K Antagonist Oral Anticoagulation Study. A Cluster Randomized Study Comparing Safety and Efficacy of Edoxaban, Apixaban, Rivaroxaban and Dabigatran for Oral Anticoagulation in Atrial Fibrillation (DANNOAC-AF).",ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE4,11000,Atrial Fibrillation|Atrial Flutter,DRUG:Dabigatran Etexilate Oral Capsule|DRUG:Rivaroxaban Oral Tablet|DRUG:Edoxaban Oral Tablet|DRUG:Apixaban Oral Tablet,Herlev and Gentofte Hospital,2023-04-01,2027-10-30,false,https://clinicaltrials.gov/study/NCT03129490,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT02723981,REC-CTGOV-NCT02723981,A1,NCT02723981,COMBO-Stent in Patients on Chronic Anticoagulant Therapy (COSTA) COSTA-Bleed and COSTA-Outcome Trials,"Prospective, Multi-centre, Randomized, Parallel Comparison to Evaluate the Safety and Efficacy of the Abluminal Sirolimus Coated Bio-engineered Stent (COMBO Stent) in Association With Short-term Single Antiplatelet Therapy in Patients With Coronary Artery Disease With an Indication for Chronic Oral Anticoagulant Therapy as Compared to a Guidelines-based Strategy",WITHDRAWN,INTERVENTIONAL,PHASE4,0,Stable Angina|Unstable Angina|STEMI|NSTEMI|Coronary Disease,"DEVICE:COMBO-Stent|DRUG:Clopidogrel, Vitamin K Antagonist, Rivaroxaban, Dabigatran|DEVICE:Any drug eluting stent oder bare metal sent|DRUG:ASA, Clopidogrel, Vitamin K Antagonist, Rivaroxaban, Dabigatran",IHF GmbH - Institut für Herzinfarktforschung,2016-04,2018-12,false,https://clinicaltrials.gov/study/NCT02723981,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT05609500,REC-CTGOV-NCT05609500,A1,NCT05609500,Warfarin Dosage Adjustment Model Analysis Study,Warfarin Dosage Adjustment for Outside Therapeutic Range: a Linear Regression Model Analysis,UNKNOWN,OBSERVATIONAL,,1200,Warfarin,BEHAVIORAL:Warfarin dosage adjustment model,Chinese University of Hong Kong,2022-09-06,2023-12-23,false,https://clinicaltrials.gov/study/NCT05609500,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT02823093,REC-CTGOV-NCT02823093,A1,NCT02823093,Aortic Calcification and Vitamin K Antagonists,Aortic Calcification and Vitamin K Antagonists,COMPLETED,OBSERVATIONAL,,73,Vascular Calcification,,"Centre Hospitalier Universitaire, Amiens",2016-04-19,2021-03-18,false,https://clinicaltrials.gov/study/NCT02823093,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT06823466,REC-CTGOV-NCT06823466,A1,NCT06823466,Advancing Knowledge in Ischemic Stroke Patients on Oral Anticoagulants,Advancing Knowledge in Ischemic Stroke Patients on Oral Anticoagulants - The ASPERA International Registry,RECRUITING,OBSERVATIONAL,,200,Ischemic Stroke|Oral Anticoagulation|Atrial Fibrillation (AF)|Outcome Assessment|Clinical Presentations,,University of L'Aquila,2025-02-12,2031-02-12,false,https://clinicaltrials.gov/study/NCT06823466,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT04284839,REC-CTGOV-NCT04284839,A1,NCT04284839,The Direct Oral Anticoagulation Versus Vitamin K Antagonist After Cardiac Surgery Trial,The Direct Oral Anticoagulation Versus Vitamin K Antagonist After Cardiac Surgery Trial,RECRUITING,INTERVENTIONAL,PHASE3,3500,Bleeding Post Cardiac Surgery|Indication for Anticoagulation,DRUG:DOAC|DRUG:VKA,Population Health Research Institute,2021-07-18,2027-06,false,https://clinicaltrials.gov/study/NCT04284839,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT04505475,REC-CTGOV-NCT04505475,A1,NCT04505475,Oral Surgery in Patients Taking Direct Oral Anticoagulants,Oral Surgery in Patients Taking Direct Oral Anticoagulants and Vitamin K Antagonists,COMPLETED,OBSERVATIONAL,,82,Anticoagulants and Bleeding Disorders|Surgery|Postoperative Hemorrhage|Dentoalveolar Haemorrhage,PROCEDURE:Oral surgical procedure followed by local hemostatic measures (insertion of gelatine sponge and wound suturing),University of Novi Sad,2015-05-25,2020-08-03,false,https://clinicaltrials.gov/study/NCT04505475,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A1-CTGOV-NCT03129555,REC-CTGOV-NCT03129555,A1,NCT03129555,The Danish Non-vitamin K Antagonist Oral Anticoagulation Study in Patients With Venous Thromboembolism (DANNOAC-VTE),"The Danish Non-vitamin K Antagonist Oral Anticoagulation Study. A Cluster Randomized Study Comparing Safety and Efficacy of Edoxaban, Apixaban, Rivaroxaban and Dabigatran for Oral Anticoagulation in Patients With Venous Thromboembolism.",ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE4,5000,Deep Vein Thrombosis|Pulmonary Embolism,DRUG:Dabigatran Etexilate Oral Capsule|DRUG:Rivaroxaban Oral Tablet|DRUG:Edoxaban Oral Tablet|DRUG:Apixaban Oral Tablet,Herlev and Gentofte Hospital,2023-04-01,2029-03-31,false,https://clinicaltrials.gov/study/NCT03129555,vitamin K antagonist lexical false positive,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT01198275,REC-CTGOV-NCT01198275,A2,NCT01198275,n-3 Polyunsaturated Fatty Acids (PUFAs) in the Prevention of Atrial Fibrillation,N-3 Polyunsaturated Fatty Acids (n-3 PUFAs) in the Prevention of Atrial Fibrillation Recurrences After Electrical Cardioversion. A Prospective Randomized Study.,COMPLETED,INTERVENTIONAL,PHASE3,199,Atrial Fibrillation,DRUG:n-3 PUFAs|DRUG:Placebo|DRUG:RASS inhibitors and/or RAS blockers|DRUG:Amiodarone,Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia,2006-01,2008-05,true,https://clinicaltrials.gov/study/NCT01198275,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT03017001,REC-CTGOV-NCT03017001,A2,NCT03017001,Preoperative Carbohydrate Load and Intraoperative w3-PUFA in CAGB Surgery,Preoperative Carbohydrate Load and Intraoperative Omega-3 Polyunsaturated Fatty Acids Positively Impacts in Nosocomial Morbidity After CAGB Surgery. A Double-blind Randomized Trial.,COMPLETED,INTERVENTIONAL,PHASE2|PHASE3,60,Atrial Fibrillation Rapid|Postoperative Complications,DIETARY_SUPPLEMENT:CHO (carbohydrate)|DRUG:intravenous w-3 PUFA|OTHER:CHO (carbohydrate) plus intravenous w3-PUFA,Federal University of Mato Grosso,2014-03,2016-10,false,https://clinicaltrials.gov/study/NCT03017001,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT00970489,REC-CTGOV-NCT00970489,A2,NCT00970489,Omega-3 Fatty Acids for Prevention of Post-Operative Atrial Fibrillation,(OPERA)Randomized Clinical Trial to Examine Whether Peri-operative Intake of n-3 Polyunsaturated Fatty Acids Will Reduce the Occurrence of Post-operative Atrial Fibrillation in Patients Undergoing Cardiac Surgery,COMPLETED,INTERVENTIONAL,PHASE3,1516,Atrial Fibrillation,DRUG:Omega -3 fatty acids|DRUG:Placebo,Brigham and Women's Hospital,2010-08,2012-06,true,https://clinicaltrials.gov/study/NCT00970489,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT00402363,REC-CTGOV-NCT00402363,A2,NCT00402363,"Evaluation of Efficacy and Safety of Lovaza (Omega-3-Acid Ethyl Esters) in Recurrent, Symptomatic Atrial Fibrillation","A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Trial to Assess the Efficacy and Safety of Lovaza for the Prevention of Recurrent, Symptomatic Atrial Fibrillation",COMPLETED,INTERVENTIONAL,PHASE3,663,"Fibrillation, Atrial",DRUG:omega-3-acid ethyl esters|DRUG:Placebo,GlaxoSmithKline,2006-11,2010-01,true,https://clinicaltrials.gov/study/NCT00402363,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT00791089,REC-CTGOV-NCT00791089,A2,NCT00791089,Effects of Fish Oil on Post Ablation Arrhythmias,Effect of Omega-3 Fatty Acids on Short and Long-Term Maintenance of Sinus Rhythm After Radiofrequency Catheter Ablation for Atrial Fibrillation,TERMINATED,INTERVENTIONAL,PHASE4,12,Atrial Fibrillation,DRUG:LOVAZA Omega 3-acid ethyl esters|DRUG:LOVAZA|OTHER:placebo,University of Michigan,2008-11,2011-10,true,https://clinicaltrials.gov/study/NCT00791089,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT00841451,REC-CTGOV-NCT00841451,A2,NCT00841451,Pulmonary Vein Isolation Outcomes With Fish Oils,Pulmonary Vein Isolation Outcomes With Eicosapentaenoic Acid (EPA)and Docosahexaenoic Acid (DHA),NO_LONGER_AVAILABLE,EXPANDED_ACCESS,,,Atrial Fibrillation,DRUG:Lovaza (Fish Oils),St. Luke's-Roosevelt Hospital Center,,,false,https://clinicaltrials.gov/study/NCT00841451,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT05961865,REC-CTGOV-NCT05961865,A2,NCT05961865,Change in Inflammatory State in Patients Undergoing Transcatheter Ablation of Atrial Fibrillation,Change in Inflammatory State in Patients Undergoing Transcatheter Ablation of Atrial Fibrillation,RECRUITING,OBSERVATIONAL,,180,Atrial Fibrillation|Marker of Inflammation|Inflammation|Arrhythmia,DIAGNOSTIC_TEST:Markers of inflammation and fibrosis,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico",2023-07-11,2027-08,false,https://clinicaltrials.gov/study/NCT05961865,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT00446966,REC-CTGOV-NCT00446966,A2,NCT00446966,Fish Oil for Reduction of Atrial Fibrillation After Cardiac Surgery,Fish Oil to Inhibit Supraventricular Arrhythmias After Cardiac Surgery: The Fish Trial,COMPLETED,INTERVENTIONAL,PHASE4,260,Atrial Fibrillation,DRUG:Omega Three Polyunsaturated fatty acids,Chirag Sandesara,2007-02,2010-01,true,https://clinicaltrials.gov/study/NCT00446966,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT06279793,REC-CTGOV-NCT06279793,A2,NCT06279793,Intravenous Fish Oil Based Lipid Emulsion to Enhance Recovery in High-Risk Cardiac Surgery Patients,"Intravenous Fish Oil Based Lipid Emulsion to Enhance Recovery in High-Risk Cardiac Surgery Patients: a Phase II Multicenter Trial - A Randomized, Placebo-controlled Trial -",RECRUITING,INTERVENTIONAL,PHASE2,550,Intensive Care Unit|Coronary Artery Bypass Grafting (CABG)|High Risk Patients|Cardiopulmonary Bypass|Elective Cardiac Surgery|Valvular Heart Surgery|Multiple Valve Surgeries|Combined Cardiac Procedures|Aortic Surgical Procedures|Adult Patients ≥ 18 Years|Combined Valve and CABG|Combined Cardiac and Aortic Surgical Procedures,DRUG:Fish Oil|DRUG:Intravenous 0.9% Sodium Chloride,GCP-Service International West GmbH,2024-02-15,2030-09,false,https://clinicaltrials.gov/study/NCT06279793,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT01175330,REC-CTGOV-NCT01175330,A2,NCT01175330,Omega 3 Fatty Acid Efficiency for Prevention of Atrial Fibrillation After Coronary Artery Bypass Grafting,Randomized Trial of Fish Oil Infusion to Prevent Atrial Fibrillation After Cardiac Surgery,TERMINATED,INTERVENTIONAL,PHASE3,39,Ischemic Heart Disease|Atrial Fibrillation,DRUG:Omega-3 fish oil emulsion (Omegaven)|DRUG:Intralipid,Meshalkin Research Institute of Pathology of Circulation,2010-08,2013-08,false,https://clinicaltrials.gov/study/NCT01175330,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT03078738,REC-CTGOV-NCT03078738,A2,NCT03078738,Safety and Pharmacokinetic Study of OMT-28 in Healthy Subjects,"A First-in-Human Randomized, Double-blind, Placebo-controlled, Fed-fasted, Gender, Single and Multiple Ascending Oral Dose Study, to Assess the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of OMT-28 in Healthy Subjects",COMPLETED,INTERVENTIONAL,PHASE1,75,Healthy Volunteers,DRUG:OMT-28|OTHER:Matching Placebo,Omeicos Therapeutics GmbH,2017-02-08,2018-03-12,false,https://clinicaltrials.gov/study/NCT03078738,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT00232245,REC-CTGOV-NCT00232245,A2,NCT00232245,Use of Fish Oils to Reduce the Frequency and Duration of Episodes of Atrial Fibrillation in Patients With Paroxysmal Atrial Fibrillation.,,COMPLETED,INTERVENTIONAL,PHASE4,80,Atrial Fibrillation,DRUG:Fish oil,Melbourne Health,2003-12,2013-01,false,https://clinicaltrials.gov/study/NCT00232245,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT01841944,REC-CTGOV-NCT01841944,A2,NCT01841944,Omega-3 Fatty Acids in Elderly Patients With Acute Myocardial Infarction,Giving Omega-3 Fatty Acids to Elderly Patients Diagnosed With Acute Myocardial Infarction to Investigate the Effect on Cardiovascular Morbidity and Mortality,COMPLETED,INTERVENTIONAL,NA,1027,Myocardial Infarction|Heart Failure|Myocardial Revascularization|Atrial Fibrillation,DRUG:Pikasol|OTHER:Corn oil,Oslo University Hospital,2012-11,2020-06-26,false,https://clinicaltrials.gov/study/NCT01841944,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT00692718,REC-CTGOV-NCT00692718,A2,NCT00692718,N-3 Fatty Acids for the Prevention of Atrial Fibrillation in Patients With Acute Heart Failure,N-3 Fatty Acids for the Prevention of Atrial Fibrillation in Patients With Acute Heart Failure,UNKNOWN,INTERVENTIONAL,PHASE4,160,Acute Heart Failure|Acute Myocardial Infarction,"DRUG:Epadel, Eicosapentaenoic acid",Osaka General Medical Center,2008-07,,false,https://clinicaltrials.gov/study/NCT00692718,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT01259284,REC-CTGOV-NCT01259284,A2,NCT01259284,Fish Oil Versus Statins Versus Placebos in Reducing Atrial Fibrillation in Patients Undergoing Thoracic Surgery for Lung Cancer,"A Double Blinded, Randomized Study Comparing the Effectiveness of Fish Oil Supplements, Oral Statins, and Placebo in Reducing the Incidence of Atrial Fibrillation Following a Lung Resection in Patients With Lung Cancer",TERMINATED,INTERVENTIONAL,PHASE2|PHASE3,2,Advanced Cancers,DRUG:Atorvastatin|DIETARY_SUPPLEMENT:Fish Oil Supplement|OTHER:Placebo,M.D. Anderson Cancer Center,2011-01,2011-09,true,https://clinicaltrials.gov/study/NCT01259284,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT01235130,REC-CTGOV-NCT01235130,A2,NCT01235130,Multi_center Study to Evaluate the Effect of N-3 Fatty Acids (OMEGA-3) on Arrhythmia Recurrence in Atrial Fibrillation,"Phase 3 A Randomized, Double-blind, Placebo-controlled, Multi-center Study to Evaluate the Effect of Long-chain N-3 Polyunsaturated Fatty Acids (OMEGA-3) on Arrhythmia Recurrence in Atrial Fibrillation",COMPLETED,INTERVENTIONAL,PHASE3,337,Atrial Fibrillation,DRUG:OMEGA-3|DRUG:Placebo soybean oil,Montreal Heart Institute,2009-03,2013-05,false,https://clinicaltrials.gov/study/NCT01235130,,none,context_only_not_a_screening_decision
